"name","mf","idx","formula","mw","qindx","dri","tol","mfp","modmf","ri","rt"
"2,4,6,8,10,12,14,16,18-Nonamethyl-1,18-nonadecadiene (isomer)",824.170693873422,9,"C28H54","390",231,1.40000000000009,22.241,0,824.170693873422,2224.1,12.4329
"2,4,6,8,10,12-Hexaethyl-1-hexadecene",822.773355969394,142,"C28H56","392",232,15.3000000000002,22.31,0,822.773355969394,2231,12.4622
"1-Docosene",794.418621856436,28,"C22H44","308",232,39.4000000000001,22.31,38.3012102196327,756.117411636803,2231,12.4622
"1-Tricosene",789.088649737099,25,"C23H46","322",232,60.8000000000002,22.31,86.2617660242048,702.826883712895,2231,12.4622
"2,4,6,8,10,12-Hexaethyl-1-hexadecene",732.461344127322,142,"C28H56","392",233,33.3000000000002,22.49,24.0329035126727,708.428440614649,2249,12.5395
"1,22-Tricosadiene",809.617186826019,26,"C23H44","320",234,34.7999999999997,22.509,27.3024123683854,782.314774457634,2250.9,12.5508
"1,21-Docosadiene",805.887982084103,29,"C22H42","306",234,65.5,22.509,95.4973566129104,710.390625471193,2250.9,12.5508
"1-Tricosene",930.287687024668,25,"C23H46","322",235,30.7000000000003,22.611,17.8873114855607,912.400375539107,2261.1,12.5915
"1-Docosene",937.524362187766,28,"C22H44","308",235,69.5,22.611,103.686258900535,833.838103287231,2261.1,12.5915
"Tricosane",889.067855600827,24,"C23H48","324",236,31.3000000000002,22.687,18.9822365231194,870.085619077708,2268.7,12.6241
"Docosane",882.466536349907,27,"C22H46","310",236,68.6999999999998,22.687,101.408295499625,781.058240850282,2268.7,12.6241
"2,4,6,8,10,12-Hexaethyl-1-hexadecene",863.31195803372,142,"C28H56","392",237,62.5,22.782,87.1696953735405,776.142262660179,2278.2,12.6648
"2,4,6,8,10,12,14-Heptaethyl-1,14-pentadecadiene",889.527265988234,141,"C29H56","404",238,7.79999999999973,22.896,0,889.527265988234,2289.6,12.7134
"2,4,6,8,10,12,14,16,18-Nonamethyl-1,18-nonadecadiene (isomer)",817.163526037473,9,"C28H54","390",238,66.9000000000001,22.896,96.0953878406711,721.068138196802,2289.6,12.7134
"2,4,6,8,10,12,14-Heptaethyl-1-octadecene",900.150339669301,140,"C32H64","448",244,116.9,23.585,197.827008691965,702.323330977335,2358.5,12.9994
"2,4,6,8,10,12,14,16,18,20-Decamethyl-1,20-henicosadiene (isomer)",825.608985772634,8,"C31H60","432",245,70.3000000000002,23.64,98.6886632825723,726.920322490061,2364,13.0234
"Tricosane",919.982736862384,24,"C23H48","324",249,104,24.04,166.30615640599,753.676580456394,2404,13.1867
"2,4,6,8,10,12,14,16,18,20-Decamethyl-1,20-henicosadiene (isomer)",776.166782229854,8,"C31H60","432",251,12.4000000000001,24.219,0,776.166782229854,2421.9,13.258
"2,4,6,8,10,12,14-Heptaethyl-1,14-pentadecadiene",949.349339569558,141,"C29H56","404",251,140.1,24.219,239.235724018333,710.113615551225,2421.9,13.258
"2,4,6,8,10,12,14,16,18,20-Decamethyl-1,20-henicosadiene (isomer)",725.444510411776,8,"C31H60","432",252,2,24.323,0,725.444510411776,2432.3,13.2993
"2,4,6,8,10,12,14,16-Octaethyl-1,16-heptadecadiene",876.55636313457,139,"C33H64","460",254,88.4000000000001,24.556,129.996742140414,746.559620994156,2455.6,13.3919
"2,4,6,8,10,12,14,16,18,20-Decamethyl-1,20-henicosadiene (isomer)",745.16681791755,8,"C31H60","432",254,21.2999999999997,24.556,0,745.16681791755,2455.6,13.3919
"2,4,6,8,10,12,14,16,18,20-Decamethyl-1,20-henicosadiene (isomer)",907.646326939786,8,"C31H60","432",255,58.2999999999997,24.926,66.9461606354805,840.700166304306,2492.6,13.5393
"2,4,6,8,10,12,14-Heptaethyl-1-octadecene",806.651319203626,140,"C32H64","448",257,46.0999999999999,25.215,41.4138409676778,765.237478235949,2521.5,13.6506
"2,4,6,8,10,12,14-Heptaethyl-1-octadecene",865.205245758968,140,"C32H64","448",261,79.4000000000001,25.548,105.393768592454,759.811477166514,2554.8,13.7779
"2,4,6,8,10,12,14,16,18,20,22-Undecamethyl-1,22-tricosadiene (isomer)",811.063238249279,7,"C34H66","474",262,63.5999999999999,25.821,73.1555710468222,737.907667202457,2582.1,13.8818
"2,4,6,8,10,12,14,16,18,20,22-Undecamethyl-1,22-tricosadiene (isomer)",931.311480155568,7,"C34H66","474",264,18.5,26.272,0,931.311480155568,2627.2,14.0511
"2,4,6,8,10,12,14,16-Octaethyl-1,16-heptadecadiene",869.041289301274,139,"C33H64","460",266,108.5,26.525,154.524033930254,714.517255371019,2652.5,14.1451
"5,7,9,11,13,15,17-Heptaethyl-3,19-dimethylenehenicosane",903.445568308568,138,"C37H72","516",271,101.3,27.037,137.33587306284,766.109695245728,2703.7,14.3344
"2,4,6,8,10,12,14,16,18,20,22-Undecamethyl-1,22-tricosadiene (isomer)",796.442951822242,7,"C34H66","474",271,58,27.037,57.2604209046862,739.182530917556,2703.7,14.3344
"5,7,9,11,13,15,17-Heptaethyl-3,19-dimethylenehenicosane",878.469365430211,138,"C37H72","516",273,66.3000000000002,27.387,71.0428305400376,807.426534890173,2738.7,14.459
"5,7,9,11,13,15,17-Heptaethyl-3,19-dimethylenehenicosane",736.403692438594,138,"C37H72","516",274,41.8000000000002,27.632,25.6369426751596,710.766749763434,2763.2,14.5463
"5,7,9,11,13,15,17-Heptaethyl-3,19-dimethylenehenicosane",907.419238225319,138,"C37H72","516",275,12.3000000000002,27.927,0,907.419238225319,2792.7,14.6516
"2,4,6,8,10,12,14,16,18,20,22,24-Dodecamethyl-1,24-pentacosadiene (isomer)",800.826114212136,6,"C37H72","516",275,64.1000000000004,27.927,64.7634905288795,736.062623683256,2792.7,14.6516
"2,4,6,8,10,12,14,16,18,20,22,24-Dodecamethyl-1,24-pentacosadiene (isomer)",758.962744441162,6,"C37H72","516",280,6.70000000000027,28.501,0,758.962744441162,2850.1,14.8496
"2,4,6,8,10,12,14,16,18,20,22,24-Dodecamethyl-1,24-pentacosadiene (isomer)",765.715502263046,6,"C37H72","516",282,22.8999999999996,28.797,0,765.715502263046,2879.7,14.9516
"2,4,6,8,10,12,14,16,18,20,22,24-Dodecamethyl-1,24-pentacosadiene (isomer)",935.524664673606,6,"C37H72","516",283,71.3999999999996,29.282,71.9179017826645,863.606762890942,2928.2,15.1155
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecamethyl-1,26-heptacosadiene (isomer)",924.968522162509,5,"C40H78","558",283,139.7,29.282,188.542449286251,736.426072876257,2928.2,15.1155
"5,7,9,11,13,15,17,19-octaethyl-3,21-dimethylenetricosane",894.815956809473,137,"C41H80","572",289,41.3000000000002,30.25,18.2644628099177,876.551493999556,3025,15.4361
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecamethyl-1,26-heptacosadiene (isomer)",787.861893736314,5,"C40H78","558",289,42.9000000000001,30.25,20.9090909090911,766.952802827223,3025,15.4361
"5,7,9,11,13,15,17,19-octaethyl-3,21-dimethylenetricosane",807.880327187952,137,"C41H80","572",290,20.2000000000003,30.461,0,807.880327187952,3046.1,15.5041
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecamethyl-1,26-heptacosadiene (isomer)",710.859956249583,5,"C40H78","558",290,21.8000000000002,30.461,0,710.859956249583,3046.1,15.5041
"5,7,9,11,13,15,17,19-octaethyl-3,21-dimethylenetricosane",742.7705922101,137,"C41H80","572",291,2.29999999999973,30.686,0,742.7705922101,3068.6,15.5768
"5,7,9,11,13,15,17,19-octaethyl-3,21-dimethylenetricosane",866.682107251228,137,"C41H80","572",292,12.5999999999999,30.789,0,866.682107251228,3078.9,15.6101
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecamethyl-1,26-heptacosadiene (isomer)",728.830660029175,5,"C40H78","558",292,11,30.789,0,728.830660029175,3078.9,15.6101
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecamethyl-1,26-heptacosadiene (isomer)",860.851433854538,5,"C40H78","558",295,53.2999999999997,31.212,35.3838267333073,825.467607121231,3121.2,15.7447
"5,7,9,11,13,15,17,19-octaethyl-3,21-dimethylenetricosane",819.32174701911,137,"C41H80","572",295,54.8999999999996,31.212,37.9469434832751,781.374803535835,3121.2,15.7447
"5,7,9,11,13,15,17,19-octaethyl-3,21-dimethylenetricosane",924.171138182797,137,"C41H80","572",297,107.7,31.74,119.659735349716,804.511402833081,3174,15.9107
"2,4,6,8,10,12,14,16,18,20,22-Undecaethyl-1,22-tricosadiene",896.210396273951,136,"C45H88","628",297,153.3,31.74,191.493383742911,704.717012531039,3174,15.9107
"2,4,6,8,10,12,14,16,18,20,22,24,26,28-Tetradecamethyl-1,28-nonacosadiene (isomer)",900.500880526395,4,"C43H84","600",301,42.5,32.359,15.6695200716957,884.831360454699,3235.9,16.1013
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecamethyl-1,26-heptacosadiene (isomer)",917.403736249178,5,"C40H78","558",301,168,32.359,209.587749930468,707.81598631871,3235.9,16.1013
"2,4,6,8,10,12,14,16,18,20,22,24,26,28-Tetradecamethyl-1,28-nonacosadiene (isomer)",900.113716980354,4,"C43H84","600",303,11.5,32.669,0,900.113716980354,3266.9,16.1953
"2,4,6,8,10,12,14,16,18,20,22,24,26,28-Tetradecamethyl-1,28-nonacosadiene (isomer)",814.892069158048,4,"C43H84","600",304,1,32.774,0,814.892069158048,3277.4,16.2273
"2,4,6,8,10,12,14,16,18,20,22-Undecaethyl-1,22-tricosadiene",806.35322007173,136,"C45H88","628",308,24.5999999999999,33.519,0,806.35322007173,3351.9,16.4492
"2,4,6,8,10,12,14,16,18,20,22,24,26,28-Tetradecamethyl-1,28-nonacosadiene (isomer)",775.699672181151,4,"C43H84","600",308,73.5,33.519,59.6393090485993,716.060363132551,3351.9,16.4492
"2,4,6,8,10,12,14,16,18,20,22-Undecaethyl-1,22-tricosadiene",777.214237547412,136,"C45H88","628",312,79.5999999999999,34.069,66.8217441075463,710.392493439865,3406.9,16.6112
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30-Pentadecamethyl-1,30-hentriacontadiene (isomer)",874.811342832437,3,"C46H90","642",313,57.7000000000003,34.311,34.0838215149664,840.727521317471,3431.1,16.6805
"2,4,6,8,10,12,14,16,18,20,22-Undecaethyl-1,22-tricosadiene",815.144886502068,136,"C45H88","628",313,103.8,34.311,101.263443210632,713.881443291437,3431.1,16.6805
"2,4,6,8,10,12,14,16,18,20,22,24,26,28-Tetradecamethyl-1,28-nonacosadiene (isomer)",872.915617761883,4,"C43H84","600",313,152.7,34.311,172.523389000612,700.392228761271,3431.1,16.6805
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30-Pentadecamethyl-1,30-hentriacontadiene (isomer)",715.980175347058,3,"C46H90","642",314,35.9000000000001,34.529,1.98528772915533,713.994887617903,3452.9,16.7431
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30-Pentadecamethyl-1,30-hentriacontadiene (isomer)",811.445069880889,3,"C46H90","642",315,25.9000000000001,34.629,0,811.445069880889,3462.9,16.7718
"2,4,6,8,10,12,14,16,18,20,22-Undecaethyl-1,22-tricosadiene",887.342311858975,136,"C45H88","628",315,135.6,34.629,145.789656068613,741.552655790363,3462.9,16.7718
"2,4,6,8,10,12,14,16,18,20,22,24-Dodecaethyl-1,24-pentacosadiene",866.224260884825,135,"C49H96","684",315,124.8,34.629,130.195789656068,736.028471228756,3462.9,16.7718
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30-Pentadecamethyl-1,30-hentriacontadiene (isomer)",749.676804358877,3,"C46H90","642",316,3.59999999999991,34.924,0,749.676804358877,3492.4,16.8564
"2,4,6,8,10,12,14,16,18,20,22,24-Dodecaethyl-1,24-pentacosadiene",874.896241727001,135,"C49H96","684",317,81.6999999999998,35.06,66.5145464917282,808.381695235273,3506,16.8951
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30-Pentadecamethyl-1,30-hentriacontadiene (isomer)",804.787710082284,3,"C46H90","642",317,17.1999999999998,35.06,0,804.787710082284,3506,16.8951
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30-Pentadecamethyl-1,30-hentriacontadiene (isomer)",922.146248091444,3,"C46H90","642",319,59,35.478,33.1501212018716,888.996126889572,3547.8,17.0137
"2,4,6,8,10,12,14,16,18,20,22,24-Dodecaethyl-1,24-pentacosadiene",780.96287921376,135,"C49H96","684",319,39.8999999999996,35.478,6.23203111787535,774.730848095885,3547.8,17.0137
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32-Hexadecamethyl-1,32-tritriacontadiene (isomer)",919.978496692073,2,"C49H96","684",319,151.2,35.478,163.089802130898,756.888694561175,3547.8,17.0137
"2,4,6,8,10,12,14,16,18,20,22,24-Dodecaethyl-1,24-pentacosadiene",893.075931726157,135,"C49H96","684",320,23.8999999999996,35.638,0,893.075931726157,3563.8,17.0591
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30-Pentadecamethyl-1,30-hentriacontadiene (isomer)",790.195383751888,3,"C46H90","642",320,75,35.638,55.224760087547,734.970623664341,3563.8,17.0591
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30-Pentadecamethyl-1,30-hentriacontadiene (isomer)",783.713961339527,3,"C46H90","642",321,88.5,35.773,73.6966427193694,710.017318620157,3577.3,17.0971
"2,4,6,8,10,12,14,16,18,20,22,24-Dodecaethyl-1,24-pentacosadiene",889.852331814802,135,"C49H96","684",322,2.30000000000018,35.9,0,889.852331814802,3590,17.133
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30-Pentadecamethyl-1,30-hentriacontadiene (isomer)",842.292993858413,3,"C46H90","642",322,101.2,35.9,90.9470752089134,751.3459186495,3590,17.133
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32-Hexadecamethyl-1,32-tritriacontadiene (isomer)",843.415535303533,2,"C49H96","684",322,109,35.9,101.810584958217,741.604950345316,3590,17.133
"2,4,6,8,10,12,14,16,18,20,22,24-Dodecaethyl-1,24-pentacosadiene",882.169838402744,135,"C49H96","684",323,8.40000000000009,35.961,0,882.169838402744,3596.1,17.1504
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32-Hexadecamethyl-1,32-tritriacontadiene (isomer)",794.33824160555,2,"C49H96","684",323,102.9,35.961,93.0716609660467,701.266580639503,3596.1,17.1504
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32-Hexadecamethyl-1,32-tritriacontadiene (isomer)",904.555419515806,2,"C49H96","684",328,0.300000000000182,36.987,0,904.555419515806,3698.7,17.4616
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32-Hexadecamethyl-1,32-tritriacontadiene (isomer)",869.548614565149,2,"C49H96","684",329,25,37.24,0,869.548614565149,3724,17.5496
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecaethyl-1,26-heptacosadiene",868.611513008963,134,"C53H104","740",330,83.9000000000001,37.639,61.453545524589,807.157967484374,3763.9,17.6889
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32-Hexadecamethyl-1,32-tritriacontadiene (isomer)",747.644833601833,2,"C49H96","684",330,64.9000000000001,37.639,36.2137676346344,711.431065967199,3763.9,17.6889
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecaethyl-1,26-heptacosadiene",754.71464433786,134,"C53H104","740",332,47.8000000000002,38,12.8947368421055,741.819907495755,3800,17.8149
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34-Heptadecamethyl-1,34-pentatriacontadiene (isomer)",926.354376079385,1,"C52H102","726",333,96.7999999999997,38.128,76.9408308854382,849.413545193947,3812.8,17.8669
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32-Hexadecamethyl-1,32-tritriacontadiene (isomer)",936.531532189383,2,"C49H96","684",333,113.8,38.128,99.234158623584,837.297373565799,3812.8,17.8669
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecaethyl-1,26-heptacosadiene",871.106200718729,134,"C53H104","740",334,12.5,38.353,0,871.106200718729,3835.3,17.9582
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34-Heptadecamethyl-1,34-pentatriacontadiene (isomer)",887.531010968686,1,"C52H102","726",334,74.2999999999997,38.353,46.8633483690972,840.667662599588,3835.3,17.9582
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32-Hexadecamethyl-1,32-tritriacontadiene (isomer)",891.253472344819,2,"C49H96","684",334,136.3,38.353,127.69144525852,763.562027086299,3835.3,17.9582
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecaethyl-1,26-heptacosadiene",721.690883001223,134,"C53H104","740",335,2.19999999999982,38.5,0,721.690883001223,3850,18.0175
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecaethyl-1,26-heptacosadiene",912.082620394895,134,"C53H104","740",336,25.1999999999998,38.73,0,912.082620394895,3873,18.1108
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34-Heptadecamethyl-1,34-pentatriacontadiene (isomer)",806.190262139063,1,"C52H102","726",336,36.5999999999999,38.73,0,806.190262139063,3873,18.1108
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecaethyl-1,26-heptacosadiene",833.496845677699,134,"C53H104","740",339,46.2999999999997,38.941,9.44890988931939,824.04793578838,3894.1,18.1961
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34-Heptadecamethyl-1,34-pentatriacontadiene (isomer)",740.784972324741,1,"C52H102","726",339,15.5,38.941,0,740.784972324741,3894.1,18.1961
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34-Heptadecamethyl-1,34-pentatriacontadiene (isomer)",766.628760392316,1,"C52H102","726",340,2.59999999999991,39.122,0,766.628760392316,3912.2,18.2781
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34-Heptadecamethyl-1,34-pentatriacontadiene (isomer)",899.668084856577,1,"C52H102","726",341,20.7000000000003,39.303,0,899.668084856577,3930.3,18.3641
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecaethyl-1,26-heptacosadiene",779.865055951826,134,"C53H104","740",341,82.5,39.303,54.9538203190596,724.911235632767,3930.3,18.3641
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34-Heptadecamethyl-1,34-pentatriacontadiene (isomer)",791.029649346425,1,"C52H102","726",343,52.3000000000002,39.619,16.0036851005833,775.025964245841,3961.9,18.5147
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34-Heptadecamethyl-1,34-pentatriacontadiene (isomer)",920.731077019013,1,"C52H102","726",344,83.7000000000003,39.933,54.8005409060179,865.930536112995,3993.3,18.664
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34-Heptadecamethyl-1,34-pentatriacontadiene (isomer)",893.113788158145,1,"C52H102","726",346,103.1,40.127,78.4671169038302,814.646671254315,4012.7,18.756
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecaethyl-1,26-heptacosadiene",889.294070676719,134,"C53H104","740",348,178.2,40.26,171.311475409836,717.982595266883,4026,18.8193
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecaethyl-1,26-heptacosadiene",902.994272210042,134,"C53H104","740",351,203.8,40.516,201.505578043242,701.488694166801,4051.6,18.9413
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34-Heptadecamethyl-1,34-pentatriacontadiene (isomer)",825.376738597504,1,"C52H102","726",351,142,40.516,125.239411590483,700.137327007022,4051.6,18.9413
"2,4,6,8,10,12,14,16,18,20,22,24,26-Tridecaethyl-1,26-heptacosadiene",936.492541671359,134,"C53H104","740",354,233,40.808,235.48323858067,701.009303090689,4080.8,19.0799
"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34-Heptadecamethyl-1,34-pentatriacontadiene (isomer)",948.229681869199,1,"C52H102","726",360,240.8,41.504,240.092521202775,708.137160666424,4150.4,19.4111
